Kennung;Name;Streckentyp (1=freie Strecke 2=Bruecke);Streckenbelag (1=Asphalt 2=Beton);Breite;Laenge;Hoehe;Flughafen;Inaktiv
O106;eddp MS31 slb-Sued;1;2;51,411940;12,213890;133;F;
O200;eddp MS06 SLB-N1;1;2;51,431472;12,220361;126;F;
O201;eddp MS07 SLB-N2;1;2;51,432056;12,233722;126;F;
O202;eddp MS09 SLB-N4;1;2;51,433528;12,264722;134;F;
O203;eddp MS33 SLB-S2;1;2;51,412917;12,230417;140;F;
O206;eddp MS34 SLB-S3;1;2;51,413500;12,245800;140;F;
O207;eddp MS02 RB-W;2;2;51,424389;12,210944;140;F;
O208;eddp MS18 RB-E;2;2;51,420300;12,249100;146;F;
O224;Grimma (Mulde);1;1;51,258610;12,779868;141;;
O226;Roetha;1;1;51,184819;12,457670;152;;
O252;Schoenborn;1;1;51,316670;13,716670;154;;
O325;Doebeln-Ost;1;2;51,111260;13,178430;269;;
O329;Doebeln-Nord;1;1;51,176997;13,033248;249;;
O372;Burkauer Berg;1;1;51,166670;14,116670;318;;
O410;Beiersdorf;1;1;51,264964;12,693181;162;;
O411;Geithain;1;1;51,048092;12,640986;225;;
O450;Weisseritztalbruecke;2;1;51,022870;13,687740;180;;
O452;Brabschuetzer Berg;1;1;51,066670;13,616670;254;;
O453;Kaditz;1;1;51,066670;13,666670;147;;
O454;Dresden rwy1;1;1;51,133800;13,765700;222;F;
O455;Dresden rwy2;1;1;51,127200;13,756600;229;F;
O456;Gompitz;1;1;51,037377;13,603732;294;;
O459;Zellwald;1;1;51,016670;13,266670;350;;
O462;Dresden RVR22;1;1;51,140500;13,774800;216;F;
O463;Dresden Echo;1;1;51,144400;13,780100;211;F;
O464;Bannewitz;1;1;51,005448;13,728857;222;;
O471;Salzenforst;1;1;51,194198;14,353155;239;;
O511;Rabensteiner Wald;1;2;50,823990;12,769276;467;;
O513;Hohenstein;1;2;50,812680;12,720862;468;;
O528;Gersdorf;1;2;50,950000;13,066670;332;;
O541;Mohorn;1;1;50,993320;13,452611;365;;
O554;Possendorf;1;1;50,960020;13,702421;378;;
O620;Gloesa;1;2;50,890309;12,936269;342;;
O662;Breitenau;1;2;50,804784;13,880721;561;;
O701;Landesgrenze Thueringen;1;1;50,836122;12,370962;303;;
O720;Penig;1;1;50,944307;12,689590;266;;
O730;Hartenstein;1;1;50,682062;12,635436;459;;
O770;Neuwernsdorf;1;1;50,703071;13,522770;600;;
O781;Kipsdorf;1;1;50,819522;13,689831;497;;
O787;Altenberg;1;1;50,771427;13,723378;781;;
O789;Zinnwald;1;1;50,735345;13,757396;830;;
O807;Culitzscher Hoehe;1;1;50,650000;12,483330;411;;
O810;Rothenkirchen;1;2;50,537064;12,492845;614;L;
O814;Langenbach;1;2;50,532523;11,888719;530;L;
O820;Geyer;1;1;50,625252;12,906972;679;;
O843;Neuhausen/Erzgebirge;1;1;50,656212;13,475115;735;;
O862;Marienhoehe;1;1;50,600000;12,383330;442;;
O883;Gelobtland;1;1;50,614902;13,162230;715;;
O885;Lauta;1;1;50,668190;13,135738;623;;
O904;Reichenbach;1;2;50,645545;12,339234;421;L;
O905;Blosenberg;1;2;50,365625;11,990932;510;L;
O910;Plauen;1;1;50,448487;12,165701;478;;
O932;Johanngeorgenstadt;1;1;50,439862;12,698120;892;;
O941;Hammerunterwiesenthal;1;1;50,447132;13,018780;781;;
O951;Heinersgruen;1;1;50,391084;11,984634;573;;
P003;Grenzwald;2;1;50,353322;9,739886;362;A;
P010;Oberbacher Bruecke;2;1;50,346570;9,885740;473;L;
P011;Poppenroth;1;1;50,233119;9,998969;365;L;
P012;Sinntal;2;1;50,318597;9,840748;386;A;
P014;Schwarzes Moor;1;1;50,523454;10,071743;789;L;
P017;Oberthulba 2;1;1;50,199357;9,938806;322;A;
P019;Kloeffelsberg;2;1;50,110866;9,958807;251;A;
P021;Rannungen;1;1;50,178035;10,192971;344;A;
P023;Maibachtalbruecke;2;1;50,094644;10,159661;251;A;
P026;Saaletalbruecke A71;2;1;50,342557;10,310122;240;A;
P027;Auraerberg;1;1;50,175812;9,553634;398;L;
P030;Lauertalbruecke;2;1;50,248503;10,214927;241;A;
P031;Eussenhausen-Schanz;1;1;50,484025;10,335554;493;L;
P034;Sulzdorf;1;1;50,229497;10,573812;328;L;
P040;Weisachtalbruecke;2;1;50,176111;10,710045;304;L;
P047;Kupferberg;1;1;50,148879;11,584815;538;L;
P053;Eisfeld;1;2;50,374100;10,919729;515;A;
P054;Itztalbruecke;2;1;50,281361;11,014886;304;A;
P056;Maintalbruecke Lichtenfels;2;1;50,139210;11,034774;258;A;
P063;Gottmannsgruen;2;1;50,273636;11,599173;550;L;
P064;Rennsteig;1;1;50,458371;11,345830;694;L;
P070;Nordhalben;1;1;50,381479;11,504593;623;L;
P080;Langleiten;1;1;50,349945;9,950421;582;L;
P081;Rudolphstein (Saalebruecke A9);2;1;50,416688;11,783038;442;L;
P082;Saalebruecke A72;2;1;50,356138;11,869137;500;A;
P083;AD Bayer. Vogtland;2;1;50,324924;11,795100;590;A;
P084;Roedental;1;1;50,305325;11,046396;404;L;
P085;Schwarzenbach/Saale;2;1;50,228787;11,936879;506;L;
P087;Kulmbach;1;1;50,026110;11,596390;458;A;
P089;Oberhardtmannsreuth;2;1;50,342780;12,000830;532;A;
P090;Egerbruecke;2;1;50,137291;12,087600;502;A;
P091;AD Hochfranken;2;1;50,383887;11,963140;533;A;
P092;Schorkendorf;1;1;50,232459;10,925321;356;L;
P093;Kirchleus;1;1;50,165414;11,399973;455;L;
P094;Mottener Haube;1;1;50,385659;9,773597;496;L;
P101;Kahl;1;1;50,084350;9,035343;119;A;
P102;Rothenbuch;1;1;49,978774;9,411265;433;L;
P105;Weibersbrunn;1;1;49,941940;9,344720;428;A;
P108;Fernreuth;1;1;49,947722;11,326816;498;L;
P109;Wiesen;1;1;50,108416;9,346603;485;L;
P110;Holzkirchhausen;1;1;49,755015;9,662001;335;K;
P112;Bischbornerhof;1;1;49,978482;9,461353;464;L;
P116;Haseltal;2;1;49,879216;9,437580;396;A;
P123;Guentersleben;1;1;49,874174;9,919769;324;K;
P124;Buchrasen;1;1;50,287407;9,790623;441;L;
P126;Sudrach;1;1;49,898289;10,446198;358;L;
P127;Eichfeld;1;1;49,850449;10,276836;239;L;
P128;Erlabrunn;1;1;49,865504;9,839955;166;L;
P129;Stadelhofen;1;1;49,941034;9,717433;295;L;
P130;Gerolzhofen;1;1;49,890401;10,359544;258;L;
P132;Mainfrankenpark;1;1;49,783074;10,066129;333;L;
P133;Oerlenbach;1;1;50,145355;10,149989;323;L;
P134;Schweinfurt;2;1;50,022892;10,213731;204;L;
P135;Oberlauringen;1;1;50,221163;10,379682;330;L;
P136;Loeffelherz;1;1;50,088258;10,363833;378;L;
P139;Untereisenheim;1;1;49,895540;10,148440;293;K;
P142;Wildbach;2;1;49,977965;10,627027;252;A;
P143;Eltmann;2;1;49,977611;10,649732;227;A;
P145;Riedbachbruecke;2;1;50,115625;10,447837;301;L;
P146;Ebrach;1;1;49,837868;10,494038;415;L;
P149;Untereuerheim;2;1;50,014098;10,342298;230;A;
P150;Viereth;2;1;49,939921;10,767540;236;A;
P153;Teuchsatz;1;1;49,870122;11,090325;549;L;
P154;Neudorfer Hoehe;1;1;49,688922;11,370388;546;L;
P155;Bamberg;1;1;49,933798;10,911838;247;A;
P156;Wuergau;2;1;49,982798;11,089883;462;A;
P157;Bamberg-Hafen;2;1;49,917832;10,844823;232;A;
P159;Hirschaid;1;1;49,918292;10,843219;237;A;
P160;Wildensee;1;1;49,831860;9,364764;430;K;
P161;Gramlhof;1;1;49,787234;12,084414;652;L;
P163;TB Paradiestal;2;2;49,997642;11,178291;457;A;
P166;Weisser Berg;1;1;50,008970;11,349105;499;A;
P167;Druegendorfer Berg;1;1;49,809438;11,130537;480;L;
P169;Horb bei Fuerth am Berg;1;1;50,288782;11,137436;325;L;
P170;Rottenberg;1;1;50,032914;9,226614;315;K;
P171;Rohrersreuth;2;1;50,075516;11,642691;464;A;
P172;Lanzendorf;2;1;50,040525;11,612937;357;A;
P176;Bayreuth-Sued;1;1;49,898434;11,602131;410;A;
P177;Steinachtalbruecke;2;1;50,213879;11,221826;297;L;
P178;TB Trockau;2;1;49,822769;11,498662;518;A;
P180;Waldeck;1;1;49,863974;11,955091;565;L;
P183;TB Roeslau;2;1;50,020900;12,117448;499;A;
P186;Schraudenbach;2;1;50,006000;10,039404;289;L;
P187;Hessenreuth;1;1;49,821040;11,990400;693;L;
P191;Hainbuche;1;1;50,089377;9,813103;323;L;
P192;Seibersbach;1;1;49,956340;12,193279;521;A;
P193;Breitsol;1;1;49,900025;9,426819;568;L;
P194;Hofstetten;1;1;49,928540;11,896887;649;L;
P195;oedberg;1;1;49,943010;12,115030;713;L;
P196;Seehaus;1;1;50,026969;11,858633;784;L;
P199;Hahnenhuegelbruecke1;2;1;50,035061;10,221936;199;L;
P201;Boxbrunn;1;1;49,655917;9,127681;486;L;
P213;Irtenberg;1;1;49,719882;9,807790;379;L;
P214;Graefenneuses;1;1;49,792856;10,427187;393;L;
P220;Kist;1;1;49,747811;9,854211;372;A;
P221;Stettbachtalbruecke;2;1;49,995000;10,075560;253;A;
P223;Tiefenthal;1;1;49,585335;9,923798;342;L;
P229;Hohenmirsberg;1;1;49,813476;11,447432;597;L;
P230;Rothofbruecke;2;1;49,803943;10,046409;279;A;
P231;Dettelbach;2;1;49,785822;10,153452;186;A;
P234;Marktbreit;2;1;49,667116;10,128874;184;A;
P239;Tauberrettersheim;1;1;49,497080;9,935211;238;L;
P251;Hoechstadt;2;1;49,704792;10,851996;273;A;
P253;Mainbruecke Segnitz;2;1;49,670235;10,147663;182;L;
P255;Baiersdorf;1;1;49,684391;11,055261;260;A;
P256;Erlangen;1;1;49,629391;10,918449;290;A;
P258;Seehof;1;1;49,677315;10,339924;326;L;
P259;Bamberg-Sued;2;1;49,870459;10,950446;255;A;
P268;Hormersdorf;1;1;49,620091;11,406708;537;A;
P272;Auerbach;1;1;49,733339;11,666917;527;L;
P281;Wiesau;2;1;49,885668;12,211660;474;A;
P282;Hainstetten;1;1;49,506555;12,016943;626;L;
P283;Reuther Bruecke;2;1;49,840423;12,117727;470;L;
P285;Kalter Baum;1;1;49,593060;12,302500;596;A;
P286;Hormersdorf;1;1;49,609359;11,406654;511;L;
P288;Kohlberg;2;1;49,594092;12,001877;506;L;
P289;Naabbruecke;2;1;49,584927;12,131819;387;A;
P290;Wuernreuth;1;1;49,725194;12,245596;511;L;
P291;Waldnaab;2;1;49,783843;12,165301;432;A;
P293;Stadlern;1;1;49,512924;12,612289;728;L;
P295;Lesslohe;1;1;49,689903;12,458544;668;L;
P296;Darstadt;1;1;49,677330;10,011350;216;L;
P297;Nankendorf;1;1;49,611366;10,830466;353;L;
P301;Ensbruecke;2;2;49,442177;10,254711;398;A;
P303;Gailroth;1;1;49,226318;10,130505;456;L;
P304;Schillingsfuerst;1;1;49,284117;10,276803;539;L;
P309;Frankenhoehe;1;1;49,242268;10,356988;523;A;
P311;Mailheimer Steige;1;1;49,503889;10,507750;420;L;
P312;Bruecke Oberdachstetten;2;1;49,417900;10,424380;441;L;
P314;Ezelsdorf;1;1;49,321818;11,334522;457;L;
P316;Schnelldorf;1;1;49,207780;10,146940;514;A;
P320;Fuerth;1;1;49,472382;11,014942;297;A;
P322;Wicklesgreuth;1;1;49,313002;10,680095;460;L;
P323;AK Fuerth/Erlangen;2;1;49,559826;10,991635;286;A;
P324;Graf-Stauffenberg-Bruecke;2;1;49,467514;10,953696;314;K;
P325;Pilsachbuecke;2;1;49,314814;11,505169;440;A;
P328;Gaulnhofen;1;1;49,315625;10,883640;443;A;
P329;Nuernberg-Sued;2;1;49,379689;11,138696;369;A;
P330;AK Nuernberg;2;1;49,459340;11,244514;348;A;
P331;Lauf;2;1;49,513592;11,301445;322;A;
P332;Zollhaus;1;1;49,392459;11,115039;351;A;
P334;Wendelstein;1;1;49,358740;11,144621;346;L;
P335;Unterlangenfeld;1;1;49,500780;11,604859;457;L;
P336;AK Nuernberg-Ost;2;1;49,395588;11,200596;377;A;
P338;Allersberg;1;1;49,250606;11,216346;399;A;
P340;Unterpfraundorf;1;1;49,139986;11,861938;526;A;
P341;Langenzenn;1;1;49,481896;10,797176;358;L;
P342;Frankenalb;2;1;49,428795;11,644344;618;A;
P344;Unterrieden;2;1;49,403697;11,392909;434;A;
P345;Edelsfeld;1;1;49,576840;11,689775;552;L;
P346;Schwend;1;1;49,426138;11,652828;618;L;
P347;Penzenhofen;1;1;49,381397;11,298744;412;L;
P349;Krondorf;2;1;49,264313;11,603853;506;A;
P351;Finsterbachtalbruecke;2;1;49,275144;11,090347;336;L;
P353;Vilstal;2;1;49,394701;11,904821;371;A;
P357;Grossgeschaidter Berg;1;1;49,559553;11,176314;409;L;
P359;Schmidgaden;1;1;49,439590;12,050312;424;A;
P360;Pittersberg;1;1;49,370576;12,034104;484;L;
P364;Oedschlagtalbruecke;2;1;49,511201;12,162069;391;A;
P365;Konzell;1;1;49,071367;12,706520;592;L;
P367;Wildenstein;1;1;49,038490;11,611919;483;L;
P371;Am Forst;1;1;49,451339;12,437838;605;L;
P373;Mittenwald;1;1;47,428615;11,260811;925;L;
P375;Rissmannsdorf;1;1;49,098482;12,646986;501;L;
P377;Grafenkirchen;1;1;49,293700;12,629010;519;L;
P383;Jengen Zählstelle;1;1;48,014476;10,723174;627;L;
P397;Madersdorf;1;1;49,241404;12,865599;592;L;
P400;Woernitz;2;1;49,209081;10,249323;459;A;
P401;Zumhaus - Woenitz 2;1;2;49,208589;10,248147;456;A;
P402;AK Feuchtwangen;1;2;49,203300;10,234296;461;A;
P404;Wuestenbruck;1;1;49,280798;10,506320;490;L;
P406;Aumbach;1;1;49,047865;12,419210;566;L;
P413;Muhr am See;2;1;49,146808;10,734115;414;L;
P414;Stiegelmuehle;1;1;49,198181;10,886963;369;L;
P415;Ruegland;1;1;49,398269;10,590563;389;L;
P416;Wassertruedingen;1;1;49,055884;10,606750;455;L;
P419;Windsbach;1;1;49,243230;10,809320;397;L;
P423;Offenbau;1;1;49,131917;11,271267;451;A;
P424;Birkenlach;1;1;49,299113;11,216110;384;L;
P427;Nennslingen;1;1;49,043018;11,122855;560;L;
P428;Windischhausen;1;1;48,963724;10,845036;552;L;
P429;Testanlage Gelbelsee;1;1;48,952777;11,430022;524;A;
P430;Testanlage Offenbau;1;1;49,131917;11,271267;451;A;
P438;Gelbelsee;1;1;48,952777;11,430022;524;A;
P439;Strohof;1;1;49,176061;12,281720;427;L;
P440;Wegscheid;1;1;49,109504;11,491756;499;L;
P442;Parsberg;1;1;49,172126;11,801315;539;A;
P443;Mappenberg;1;1;49,286861;12,234835;465;L;
P445;Laaber Bruecke;2;1;49,082271;11,901576;490;A;
P447;Hochbuehl;1;1;48,944465;12,978056;580;L;
P450;Saalhaupt A93;2;1;48,888250;12,081080;397;A;
P452;TB Eichelberg;2;1;49,203798;12,115275;410;A;
P454;Saalhaupt B15N;1;2;48,890371;12,074828;391;A;
P455;Regendorf;1;1;49,089256;12,097106;376;A;
P456;Rosenhof;1;1;48,991850;12,231080;331;A;
P457;Sinzing Bruecke ;2;1;48,995944;12,030802;374;A;
P458;Bayerischer Wald;1;2;48,932444;12,705450;373;A;
P459;Woerth Bruecke;2;1;48,998266;12,344947;324;A;
P461;Frath;1;1;49,017683;12,531900;646;L;
P462;Michelsneukirchen;1;1;49,121628;12,543742;607;L;
P464;Asch;1;1;49,858490;12,469690;760;L;
P465;Zinzenzell;1;1;49,078170;12,576880;662;L;
P469;March;1;1;48,979625;13,074127;632;L;
P471;St. Englmar;1;1;49,005849;12,833976;900;L;
P473;Kalteck;1;1;48,939243;12,919707;749;K;
P474;Bad Abbach;2;1;48,939091;12,040777;341;L;
P475;Waizenhofen;1;1;49,066053;11,225785;572;L;
P476;Kraftsbuch;1;1;49,037286;11,295230;520;L;
P478;Gruenstaude;1;1;49,094442;11,757477;553;L;
P479;Frauenberg;1;1;49,139793;12,319469;561;L;
P482;Spiegelau;1;1;48,911437;13,365756;731;L;
P483;Brennes;1;1;49,132983;13,142779;1036;L;
P484;Mais;1;1;49,077863;13,071384;654;L;
P487;Poschetsried;1;1;48,952744;13,165620;624;L;
P488;Waldmann;1;1;49,028381;13,125116;689;L;
P489;Georgensgmuend;1;1;49,170081;11,012265;374;L;
P490;Rohrstetten;2;1;48,840510;13,159060;451;L;
P491;Simmetsreuth;1;1;48,790540;13,232973;573;L;
P492;Deffernik;1;1;49,068420;13,224192;621;L;
P495;Kaltenbrunn;1;1;48,867543;13,240639;682;L;
P504;Deining;1;1;49,203767;11,525535;473;L;
P510;Hoechstaedt;1;1;48,606640;10,513050;430;L;
P512;Dietfurt;1;1;48,934444;10,933056;418;L;
P520;Doerndorf;1;1;48,940982;11,471108;530;L;
P523;Lohrmannshof;1;1;48,954241;11,094518;538;L;
P524;Kipfenberg;1;1;48,944456;11,383091;382;L;
P525;Alling;1;1;48,995058;11,972330;370;L;
P526;Oberdeggenbach;1;1;48,825800;12,176381;373;L;
P529;Donaubruecke Straubing;2;1;48,897326;12,616003;314;L;
P530;Langweid;2;1;48,478336;10,866122;443;L;
P531;Rohrbach;1;1;48,605786;11,548267;439;A;
P533;Koeschinger Forst;1;1;48,835635;11,470880;451;A;
P534;Leonhardsbuch;1;1;48,406495;11,589718;453;A;
P536;Oberallershausen;1;1;48,427595;11,589104;445;A;
P537;Ossenzhausen;1;1;48,595342;11,562601;401;A;
P538;Sandrachbruecke;2;1;48,727892;11,474190;366;A;
P539;Paunzhausen;1;1;48,481314;11,587626;489;A;
P540;Kemnaten;1;1;48,570978;11,592556;488;A;
P541;AS Neufahrn;1;1;48,715617;12,168724;478;A;
P543;Neustadt a. d. Donau;2;1;48,816513;11,739450;350;L;
P544;Oberunsbach;1;1;48,657320;12,212720;486;L;
P545;Tennelohe Wetterkreuz;1;1;49,542350;11,030078;304;L;
P547;Siegenburg;1;2;48,738056;11,854722;431;A;
P550;Pentling;1;1;48,970236;12,070556;441;A;
P552;Hausen;1;1;48,832867;11,974266;385;A;
P553;Muenchen Nord Kreuz Rampe;2;1;48,223070;11,629626;492;A;
P554;Flughafen Muenchen NW;1;1;48,341700;11,754910;452;F;
P556;Muellerstadl;1;1;48,199203;11,436395;503;A;
P558;Flughafen Muenchen NE;1;1;48,363790;11,771590;446;F;
P559;Flughafen Muenchen SW;1;1;48,363323;11,795520;443;F;
P560;Flughafen Muenchen SE;1;1;48,345210;11,800510;447;F;
P561;Flughafen Muenchen MI;1;1;48,363790;11,771590;446;F;
P562;Wessobrunn;1;1;47,878917;11,014985;752;L;
P563;Beuerberg;1;1;47,831070;11,395820;665;L;
P564;Pfaffenberg;1;1;48,762395;12,211717;390;L;
P565;Rannasaege;1;1;48,572030;13,740117;534;L;
P566;Perasdorf;1;1;48,959535;12,806770;482;L;
P567;Dingolfing;1;2;48,660653;12,512805;352;A;
P569;Pilsting;1;1;48,688744;12,648638;341;A;
P570;Kreut;1;1;48,726181;11,146038;457;L;
P573;Deggenau Bruecke;2;1;48,808197;12,972343;319;A;
P574;Ammerfeld;1;1;48,793659;10,989845;520;L;
P577;Muenchsmuenster;1;1;48,757282;11,677386;358;L;
P578;Schwarzach;1;2;48,902858;12,790419;358;A;
P579;Sandersdorf;1;1;48,899247;11,613724;409;L;
P580;Biering;1;1;48,368966;13,083628;522;L;
P582;Rusel;1;1;48,876511;13,082289;778;L;
P583;Donaubruecke Winzer;2;2;48,725202;13,058858;308;L;
P587;Schoellnachtal;1;1;48,717153;13,158676;436;A;
P589;Galgenberg;1;1;48,639532;13,294047;512;A;
P590;Wildenberg;1;1;48,706419;13,379079;527;L;
P591;Schalding Bruecke;2;1;48,596922;13,370082;296;A;
P592;Philippsreuth;1;1;48,856905;13,677847;976;L;
P593;Hofendorf;2;1;48,728474;12,151989;405;L;
P595;Ludmannsdorf;1;1;48,686743;11,907755;480;L;
P596;Kirchlehen;1;1;48,760049;12,423193;451;L;
P598;Elsenthaler Leite;1;1;48,845634;13,372867;483;L;
P600;Gundelfingen;1;1;48,535553;10,355623;431;L;
P601;Zaehlstelle Muehlried;1;1;48,569861;11,301922;416;L;
P603;Quick;1;1;48,422850;12,131370;509;L;
P604;Fimbachbruecke;2;1;48,483814;12,250532;460;L;
P605;Leibi Bruecke ;2;1;48,440099;10,111445;456;A;
P608;Osterbach;2;1;48,724788;13,523676;405;L;
P610;Hochdorf;1;1;48,742150;10,543884;515;L;
P612;Oberbechingen;1;1;48,629160;10,351126;481;L;
P613;Prettelshofen;1;1;48,538160;10,740665;456;L;
P614;Voehringen;1;1;48,256096;10,193418;550;L;
P615;Illerbruecke Kellmuenz;2;1;48,121050;10,121466;536;L;
P616;Burlafingen;1;1;48,411663;10,072513;467;L;
P617;Eichendorf;1;1;48,624766;12,855353;428;L;
P619;Kreuz;1;1;48,357033;12,223596;458;L;
P620;Starkertshofen;2;1;48,641253;11,453904;382;L;
P622;Kleinberghofen;1;1;48,347353;11,276986;488;L;
P623;Goglhof;1;1;48,565579;11,854025;498;L;
P624;Finsingerau;2;1;48,211807;11,854023;519;L;
P625;Eichethof;1;1;48,417618;11,532289;514;L;
P630;Langenbruck;1;1;48,623609;11,525581;467;A;
P631;Holledau Nord;1;1;48,584743;11,577758;452;A;
P632;Holledau Sued Bruecke;2;1;48,552373;11,590383;449;A;
P633;Pfaffenhofen;1;1;48,494704;11,594793;505;A;
P634;Allershausen Nord;1;1;48,444367;11,589401;468;A;
P635;Allershausen Sued;1;1;48,386912;11,597341;448;A;
P636;Fuerholzen;1;1;48,339685;11,607474;497;A;
P638;Preinerszell;1;1;48,531299;11,592561;496;A;
P640;Aiterbach;1;1;48,457185;11,590874;479;A;
P641;Giegenhausen;1;1;48,510798;11,584361;506;A;
P643;Wolnzach;1;1;48,609239;11,666971;491;A;
P646;Langenpreising;1;2;48,437880;11,952607;419;A;
P647;Freising;1;2;48,376661;11,752002;443;A;
P648;FH Spange;2;1;48,350761;11,726985;453;A;
P650;Pfettrach;2;1;48,564498;12,087635;432;A;
P653;Landshut West;1;1;48,531407;12,071172;399;A;
P654;Moosburg Bruecke;2;1;48,496667;12,005278;403;A;
P662;Ernsthof;1;1;48,572703;12,510737;476;L;
P665;Schierling;1;1;48,829235;12,125030;375;A;
P667;Grafenschlag;1;2;48,768187;12,133906;471;A;
P670;Laabertalbruecke;2;1;48,734547;12,158062;419;A;
P671;Neuoetting;2;1;48,254105;12,702840;375;A;
P673;Moegling;2;1;48,733259;12,659002;346;L;
P675;Seysdorf;1;1;48,548094;11,733168;482;L;
P676;Ried;1;1;48,622793;11,097039;411;L;
P679;Suenzhausen;1;1;48,518600;11,649325;522;L;
P680;Wurmannsquick;1;1;48,340261;12,820235;492;L;
P683;St. Salvator;1;1;48,492924;13,201101;503;L;
P684;Geltendorf;1;1;48,127648;11,023844;585;L;
P685;Simbach;1;1;48,549823;12,734021;460;L;
P686;Kleinwalddorf;1;1;48,971766;11,834676;526;L;
P690;Bruckleiten;1;1;48,685898;13,733117;797;L;
P692;Passau-Sued;1;1;48,537835;13,399581;432;A;
P693;Reichermuehle;1;1;48,727483;13,652570;619;L;
P694;Neuoed;1;1;48,813678;12,019759;412;L;
P696;Obergolzaberg;1;1;48,595256;11,880636;498;L;
P698;Suben Bruecke ;2;1;48,411498;13,425430;309;A;
P700;Hittistetten Bruecke;2;1;48,325083;10,089073;530;A;
P701;Pfeffermuehle;2;1;49,304830;10,209121;403;A;
P703;Babenhausen;1;1;48,144100;10,230820;559;L;
P704;Illerkanal Bruecke;2;1;48,071894;10,138557;555;A;
P705;Mittbach;1;1;48,162423;12,021221;618;L;
P706;Illertal Bruecke;2;1;48,133396;10,110077;538;A;
P707;Moosham;1;1;48,183432;12,150305;587;L;
P708;Grossaibach;1;1;48,445695;12,050977;463;L;
P709;Kirchdorfer Berg;1;1;48,041365;10,566370;639;A;
P710;Forstwirt-Grassbrunn;1;1;48,049722;11,763333;577;L;
P711;Ettringen;2;1;48,098423;10,667411;589;L;
P712;Leitnergassteig;1;1;47,834988;11,653348;749;L;
P713;Westerberg;1;1;47,991604;12,047490;500;L;
P714;Kumpfmuehle;1;1;48,185116;12,443079;416;L;
P715;Ederheim;1;1;48,810177;10,449205;513;L;
P716;Hangbruecke Donauwoerth;2;1;48,715629;10,796350;426;L;
P717;Grafrath/Unteralting;1;1;48,117778;11,153889;537;L;
P719;Holzheim;1;1;48,612729;10,943276;443;L;
P720;Oppersberg;1;1;48,988397;10,425427;470;L;
P721;Burghausner Forst ;1;1;48,205920;12,832080;408;L;
P722;Windbichl;1;1;47,825835;12,840000;591;L;
P723;Spoererau;1;1;48,482471;12,000989;408;L;
P725;Stadelham;1;1;48,437672;11,338677;512;L;
P727;Engenried;1;1;47,969547;11,058847;677;K;
P728;Flughafen Muenchen;1;1;48,293869;11,711133;464;L;
P729;Landsberg Bruecke;2;1;48,063911;10,876615;580;A;
P730;Weng;1;1;48,366906;11,594972;454;A;
P731;AD-Sued-West;1;1;48,117240;11,386473;550;A;
P733;Mintraching;1;1;48,313860;11,695493;465;L;
P735;Flughafen Muenchen Rollbruecke N3;1;2;48,344410;11,776990;448;F;
P737;Neuried;1;1;48,086214;11,456739;566;L;
P738;Schoeffelding;1;1;48,061144;10,983847;653;A;
P740;Hochbrueck;2;1;48,228868;11,597754;493;L;
P742;Ludwigsfeld;1;1;48,209333;11,483586;497;A;
P743;Tunnel Allach;1;1;48,204736;11,451343;499;A;
P744;Amperbruecke;2;1;48,230839;11,353190;495;A;
P745;Langwieder See;1;1;48,195747;11,410946;503;A;
P746;Spange Eschenried;1;2;48,205074;11,422187;499;A;
P747;Groebenzell;1;1;48,211621;11,385790;501;A;
P748;Oberpfaffenhofen;1;1;48,093427;11,295573;573;A;
P749;Allacher Forst;1;1;48,204133;11,445841;501;A;
P751;Garching Nord;1;1;48,265644;11,645628;477;A;
P752;Feldmoching;1;1;48,222952;11,521842;493;A;
P754;Zamsdorf;1;1;48,138804;11,640851;521;A;
P755;Aschheim;1;1;48,189420;11,707417;502;A;
P756;Perlach Bruecke;2;1;48,084263;11,617331;545;A;
P757;Kirchheim;1;1;48,167719;11,740968;515;A;
P758;Am Moosfeld;1;1;48,139589;11,654521;524;A;
P759;Hohenbrunn;1;1;48,058691;11,699742;559;A;
P763;Feldkirchen-West;1;1;48,142113;11,715261;523;A;
P766;Forstinning;1;2;48,177866;11,904062;505;A;
P767;Rasthaus Neupullach;1;1;48,158119;11,956792;533;L;
P770;AK Neufahn Direktrampe;2;1;48,316610;11,620240;477;A;
P772;Fuerholzen Sued;1;1;48,332241;11,611766;486;A;
P773;Goldbach Bruecke;2;1;48,670770;12,190868;431;A;
P774;Eggerding ;1;1;48,333641;12,524312;485;L;
P775;Bruecke bei Riexing;2;1;48,258740;11,866055;508;L;
P776;Erling;1;1;47,965506;11,195712;697;L;
P778;Lagerlechfeld;1;1;48,199242;10,853679;544;L;
P779;Schwabstadl;2;1;48,150430;10,868748;555;L;
P780;Talbruecke Bergen;2;1;47,827923;12,600610;602;A;
P783;Gstadt;1;1;47,891676;12,423783;543;L;
P784;Oberjoch;1;1;47,516200;10,406560;1147;L;
P786;Untrasried-Brand;1;1;47,825699;10,392699;846;L;
P787;Kimratshofen;1;1;47,797470;10,147990;766;L;
P789;Grasbrunn;1;1;48,094373;11,748081;551;A;
P790;Putzbrunn;1;1;48,062911;11,709631;565;A;
P791;Tannschachen;1;1;47,898085;12,860041;458;L;
P792;Irpisdorf;1;1;47,956321;10,580365;670;L;
P793;Vogelwirt ;1;1;47,763442;10,452845;864;L;
